N,P,K,temperature,humidity,ph,rainfall,crop
21.4102,63.8223,64.1156,22.7511,50.4803,6.6389,27.2073,grapes
76.3251,34.2634,69.4211,23.5044,61.8999,5.6379,74.0895,peach
81.275,48.9415,89.553,16.3165,82.7781,7.1482,80.314,cherry
53.6072,39.7706,83.4408,16.5797,81.7926,6.6514,91.2474,strawberry
87.2493,28.019,86.0659,14.3258,75.7032,5.422,89.8224,potato
15.5314,51.6733,56.5023,25.45,49.9059,6.3235,41.3762,grapes
61.6571,22.0365,38.1946,23.2832,58.593,6.4417,120.6059,maize
140.0,59.1166,100.3545,23.2535,71.9599,5.7234,120.6612,tomato
25.5973,140.9699,140.4913,16.1171,72.6126,5.392,109.0353,apple
66.2311,59.638,45.3589,19.9468,75.9503,7.3004,140.4667,maize
110.0665,54.5183,34.6455,24.2443,67.8831,6.633,100.5802,bell_pepper
38.4208,64.8332,62.2712,23.2725,70.2891,6.1295,29.9944,grapes
91.8929,47.8257,97.6305,24.0935,56.2508,7.1501,119.7881,tomato
82.18,77.3662,89.5627,27.9449,72.1886,6.8963,110.1721,tomato
106.344,34.6081,109.5503,19.2975,46.5092,6.3759,70.0874,cherry
92.2093,50.7615,106.6283,16.6585,66.4414,5.4225,97.7781,strawberry
88.0198,40.8765,108.7688,16.9748,76.1315,5.957,51.3512,strawberry
32.3803,51.697,94.6289,16.158,74.0183,6.6088,110.6759,cherry
88.513,67.8668,96.8335,21.2602,72.2222,5.629,85.1254,potato
42.1308,43.2984,71.0495,19.694,76.913,5.8678,102.5389,grapes
52.4645,40.544,103.5253,17.3483,53.6269,6.3389,65.375,peach
41.1121,45.8127,92.3948,23.813,45.1495,6.6523,72.3431,peach
80.4088,14.4253,74.4568,20.4538,57.0286,6.2993,120.5192,peach
102.7835,38.2989,52.4547,22.7419,55.8996,6.2213,14.0364,maize
126.9711,52.6284,83.6668,17.2107,81.0429,5.63,153.2771,potato
120.2931,44.0844,113.4488,28.0927,57.2645,6.0354,122.2369,tomato
89.5529,38.3476,88.2744,18.3083,58.4034,6.1053,64.4331,potato
51.6532,112.7965,145.3233,17.6338,75.7255,6.0644,111.7568,apple
84.1147,44.7103,45.1097,20.2559,71.1779,5.9281,161.9464,maize
63.1019,66.64,69.3978,18.2387,63.1982,6.8684,95.0625,cherry
123.5987,64.6738,92.6049,18.562,59.7994,6.9848,104.1539,peach
87.5539,55.4469,107.0496,23.8562,74.1788,5.4971,91.3914,strawberry
17.8992,140.1024,162.7297,20.9497,52.3546,6.5142,106.339,apple
22.3646,143.0884,142.9116,21.0425,73.2404,5.8802,130.3977,apple
72.7783,33.6024,101.709,16.6794,66.6052,6.5133,70.0221,peach
76.2811,60.0677,54.798,11.7558,58.244,6.7221,56.3554,cherry
66.6685,56.2873,63.2184,25.291,59.22,6.0376,44.5482,grapes
78.4231,52.6188,46.8192,23.2702,58.7869,5.8499,58.66,peach
19.2554,57.3233,47.447,24.6201,57.2288,6.8577,87.6711,grapes
86.0797,44.1266,67.7123,21.5091,67.5876,6.0961,165.2903,maize
80.1961,17.0707,52.9676,16.1864,89.6761,6.0818,76.9925,strawberry
124.5291,72.7592,76.325,19.9669,76.5719,6.8095,135.0788,tomato
90.1506,63.3173,127.7135,27.9623,53.2014,7.4698,71.4212,tomato
72.773,36.6508,75.8113,16.9894,59.8051,6.0482,86.2213,cherry
49.204,42.6888,121.0626,18.6944,67.5134,5.9567,122.4782,potato
59.5116,48.4247,109.0897,18.8366,71.0946,6.3763,63.5295,peach
66.2472,51.5331,79.9381,23.6074,62.0379,6.5984,95.4485,cherry
76.8866,27.8232,94.4528,17.5409,80.8827,5.7532,67.5157,strawberry
76.7409,53.1062,54.7001,24.5752,69.7046,6.3184,79.1165,cherry
99.2996,59.9002,63.6318,12.4536,70.6999,5.7514,98.4363,potato
69.8114,42.2589,96.3605,15.7823,63.8742,6.3555,86.9585,cherry
125.6624,62.1035,65.8922,28.6959,78.1219,5.9363,78.2427,bell_pepper
77.3335,54.0737,49.2765,11.2933,49.3122,6.4312,72.4549,cherry
23.8107,145.0,157.0368,15.6044,67.426,6.3577,76.8725,apple
79.6867,52.5047,132.6483,25.2723,67.7727,6.4743,98.1241,tomato
102.0411,70.2744,70.4755,13.4443,65.8659,6.0113,71.8206,potato
24.8721,75.6946,44.7387,20.9525,51.9823,6.2005,79.8405,grapes
88.5627,42.9589,94.1852,27.6622,66.746,6.212,68.3148,bell_pepper
46.5565,53.4733,45.8762,28.2406,51.5818,6.4482,68.3085,grapes
110.3994,46.488,89.2483,20.8416,50.6231,5.9487,99.3231,cherry
30.2195,53.8175,68.2201,26.9407,59.9356,6.5863,23.4189,grapes
117.1465,37.6568,137.1577,17.063,71.6644,5.5566,72.2763,potato
19.8874,45.7608,65.9908,19.6714,28.6321,6.6302,102.9875,grapes
90.3239,57.4594,50.359,19.4856,47.782,6.3326,81.912,cherry
76.7989,68.819,96.2894,23.6032,75.9357,6.6663,136.3572,tomato
83.2278,38.6087,107.0022,14.1845,78.9144,5.5572,128.4144,strawberry
18.3792,126.1967,148.1628,16.7826,49.3303,5.9597,169.5366,apple
75.7597,89.7631,95.7433,17.6222,66.439,6.5116,131.2793,strawberry
37.0227,57.051,88.2436,24.8822,35.2641,5.872,83.6265,grapes
58.406,55.6868,74.3346,17.0943,70.9836,6.1888,80.8627,strawberry
128.8292,62.6253,85.2502,24.5483,77.5499,6.3413,99.7071,bell_pepper
34.1126,32.7735,76.0056,24.0907,60.6743,6.9252,94.1658,peach
96.0212,51.2957,44.2413,23.9405,70.7011,6.405,73.7694,maize
96.2848,50.2372,144.2527,16.613,73.9418,5.4621,120.4157,potato
83.4774,20.988,64.4135,20.3681,71.2551,6.4057,93.4126,cherry
117.7317,45.2751,48.0323,19.5931,60.2626,6.1339,158.9776,maize
119.292,47.4479,76.8005,24.0558,76.8817,7.4485,88.6718,tomato
74.1468,43.3359,69.6786,23.5619,73.3256,6.4485,92.9124,cherry
47.0605,124.0668,145.7076,21.8384,69.3194,5.9085,95.5576,apple
97.191,42.5561,92.3285,25.2268,50.7719,5.881,120.6252,tomato
59.4148,44.2026,64.3211,23.3222,76.8949,6.9043,88.7498,peach
45.825,119.3534,154.8574,17.7875,81.4087,6.0875,108.4646,apple
100.1056,65.3164,76.8481,15.4029,76.0308,5.9129,92.398,potato
63.2412,48.2083,77.5494,25.1241,56.5416,5.358,84.9407,peach
62.0938,50.3994,99.579,20.4498,73.9365,5.558,95.4348,strawberry
79.0562,70.5599,107.4467,21.2993,78.2988,6.744,129.8609,bell_pepper
79.4681,39.5144,77.8926,20.226,51.7617,6.147,62.7424,cherry
116.6095,45.824,122.9384,14.7635,79.7578,5.8972,66.3805,potato
31.113,145.0,158.0858,15.1924,81.8171,6.3016,146.522,apple
94.3663,38.9567,86.7695,21.0381,70.4862,6.4098,105.0845,cherry
82.5542,49.533,33.7553,26.7339,61.6096,6.2836,125.8151,maize
114.8248,43.7464,90.001,23.4549,85.2941,6.2235,77.46,bell_pepper
10.2148,37.0238,53.4751,21.4745,62.339,6.0625,99.7743,grapes
116.351,52.7021,91.0035,24.0318,52.0711,6.0347,63.6272,bell_pepper
34.7038,124.4604,150.0144,17.3619,74.7157,5.5752,99.9145,apple
106.1144,52.2313,83.0682,20.957,71.4139,5.2313,97.981,potato
134.1037,45.97,63.832,23.8714,83.5512,6.1898,69.6001,bell_pepper
88.5594,42.0363,86.45,21.1918,61.3771,6.369,109.0248,bell_pepper
70.0438,19.6318,84.065,20.9262,86.6991,5.6122,131.3883,strawberry
69.144,28.5893,58.629,28.1421,70.3418,6.017,167.9081,maize
116.6901,25.4448,75.7917,14.0394,64.4357,6.9116,56.283,cherry
75.5441,37.6427,99.884,19.1158,49.041,6.7354,85.0533,tomato
104.1339,62.5256,72.1765,22.0038,72.6549,6.4467,106.0314,bell_pepper
60.9973,64.8183,46.0764,22.8549,57.3614,6.2246,64.5421,maize
97.1542,54.9449,117.5088,23.1858,76.3502,6.4763,78.1757,tomato
69.7291,49.8309,79.7209,26.2427,67.5081,6.3632,134.2418,tomato
58.3627,28.8063,71.0176,21.3776,60.4215,5.8864,114.357,peach
99.5297,30.5223,57.474,26.815,64.3967,6.6422,79.9065,maize
44.1627,128.9852,137.3728,14.2182,50.4667,5.726,126.617,apple
59.8786,37.601,71.4967,16.608,75.4369,5.7783,124.4834,strawberry
68.3939,60.2523,96.0199,23.84,51.7812,5.9461,82.8498,peach
34.7912,118.0341,172.428,13.3291,56.7997,5.3697,113.0802,apple
62.6049,33.8216,79.9022,14.7372,54.0041,6.3048,56.8641,cherry
29.0567,35.919,68.9149,19.9934,51.228,6.7251,55.2812,grapes
90.5569,56.723,116.6698,27.1737,72.102,6.6348,93.3487,bell_pepper
31.1373,53.6262,54.4991,23.3228,42.1952,5.7384,76.4255,grapes
113.0335,28.6506,102.178,24.429,73.2425,5.7607,198.431,tomato
92.3996,49.8281,94.1992,15.5368,56.9812,6.2985,120.4035,cherry
56.4,35.9006,88.9479,16.3039,90.6368,6.0335,90.564,potato
89.39,40.4175,70.4785,16.3569,77.8493,5.4175,71.9653,strawberry
13.6076,32.8429,54.8292,21.7965,55.4722,6.1491,42.7286,grapes
120.8915,80.7572,92.4199,15.9541,68.7273,6.1281,119.9279,potato
80.8984,54.3711,36.2306,23.5526,66.1376,6.4964,120.5577,maize
33.1165,32.1558,62.4048,21.4567,76.7809,5.333,128.0192,strawberry
88.247,42.3441,72.7998,16.186,77.7472,6.4244,60.5504,cherry
43.2993,131.527,148.7631,21.403,74.5354,4.7329,85.7984,apple
100.5144,40.9839,72.9597,24.848,69.3648,5.7847,155.1888,tomato
100.4132,46.4289,81.049,16.4132,73.0163,6.0546,76.0942,strawberry
82.209,46.344,120.5749,17.9219,81.5669,6.0001,180.2308,strawberry
75.4712,55.0196,62.2997,20.0551,82.018,5.2706,111.63,strawberry
115.4091,64.7813,118.8701,27.1266,64.9408,6.5646,97.1934,tomato
27.814,129.1333,157.6633,22.6831,75.0802,5.1998,122.1665,apple
89.2172,58.3655,86.7101,27.3944,74.682,6.0272,93.8716,bell_pepper
6.5413,53.1717,38.375,23.6389,48.5547,5.3712,123.0752,grapes
93.8286,69.7547,60.4101,18.3868,62.2316,6.9006,80.2355,cherry
65.9224,26.2259,30.9031,18.5849,59.693,6.1398,112.4142,cherry
31.3619,39.6521,66.2002,19.4557,47.3131,5.6424,84.8684,grapes
94.0876,46.3067,88.8413,19.2559,79.4829,5.9996,159.515,potato
81.8599,43.3489,111.9586,23.2252,74.2621,5.4082,104.361,tomato
80.5301,40.1244,70.5812,20.7861,55.0057,6.604,96.7648,peach
89.185,36.5652,71.1623,27.2359,49.1748,6.3037,71.0389,peach
105.6167,26.5977,32.4001,14.6119,74.7565,6.8729,118.1115,cherry
63.7882,59.7621,59.2248,17.5653,69.7057,5.7794,117.3371,strawberry
88.8819,17.6342,83.7474,14.0177,70.4992,5.957,98.2416,strawberry
52.1049,51.8639,28.6103,27.5729,64.9992,6.2941,74.8453,maize
28.1747,49.2776,49.5189,21.544,64.3384,6.35,92.0395,grapes
93.9481,52.4431,73.0728,23.4929,72.8356,6.7183,90.3472,peach
97.9102,29.9304,74.7876,23.9423,73.4276,6.4012,68.4966,peach
124.3099,24.1593,88.6791,25.6398,88.6144,7.2686,125.1634,tomato
54.3256,37.1351,106.7806,20.0422,76.9329,5.3469,50.4249,strawberry
89.9103,49.2973,53.5636,20.2377,58.9923,6.4329,35.4634,strawberry
76.664,54.4529,71.5123,22.942,85.8131,6.1439,74.5806,bell_pepper
103.4609,49.3264,72.7961,26.8791,71.4243,6.4308,57.387,tomato
104.1036,50.7204,42.0543,25.4265,59.2852,6.3293,91.6446,bell_pepper
82.5491,43.5297,74.7301,20.6252,53.8364,6.1009,63.8026,peach
70.4667,65.3768,98.3674,16.9228,67.0928,6.151,43.8374,strawberry
105.0078,42.5526,76.6972,15.2056,69.7348,6.3229,146.0411,potato
77.7827,26.9864,42.3878,16.789,61.0378,6.4316,105.5524,cherry
81.6253,56.2338,39.0645,22.3348,62.3435,5.8934,117.715,maize
98.834,46.818,71.1848,22.8208,65.5907,6.7485,113.1362,tomato
140.0,49.4797,56.2702,21.5398,73.2846,6.5145,146.3972,potato
70.1995,49.4753,79.1849,25.2478,45.9489,6.1589,69.9034,peach
63.3513,44.962,84.356,18.2819,81.8051,5.3745,37.4109,strawberry
76.231,33.8585,58.7992,31.5518,68.726,5.8558,81.0143,maize
62.7354,55.0795,88.3894,20.9937,54.7949,5.8869,73.5389,peach
70.9227,49.9478,104.8494,24.5064,55.0099,6.5548,90.8873,tomato
35.2347,49.8174,54.4664,23.1773,50.0274,7.3005,71.2892,grapes
138.562,57.948,89.4607,21.0308,78.1129,6.447,74.0866,tomato
86.8912,62.744,48.8889,21.3182,59.0593,6.592,82.5505,maize
75.778,50.6267,87.196,14.9684,72.7841,6.1472,103.1976,strawberry
62.2476,32.286,76.2239,14.165,53.079,5.7478,78.705,cherry
86.5142,63.9814,37.011,31.017,74.965,6.6785,88.3687,cherry
8.4832,121.76,159.4882,14.9101,75.8606,6.0409,124.9306,apple
19.8156,128.088,145.2494,14.9644,86.2762,6.1485,177.3018,apple
90.5737,29.918,70.2469,20.821,84.3549,6.1357,101.6014,cherry
111.2999,49.1717,81.3289,18.2361,62.5439,6.1673,108.2679,potato
86.8792,45.0739,73.4524,25.9481,58.4063,7.3588,38.7431,peach
60.4234,56.1708,64.7724,14.6909,85.8748,6.096,86.9418,cherry
41.0756,39.0321,77.4812,21.1207,59.332,5.9824,64.3278,grapes
83.7393,61.9732,83.8392,20.4728,92.3935,5.5048,115.087,strawberry
96.7644,42.2873,112.3865,24.7492,58.0366,5.4657,78.2954,potato
111.9747,76.9381,27.5503,21.1363,59.7727,6.7971,61.4067,cherry
120.5221,68.0987,72.0656,19.9813,81.9924,5.6285,57.6168,peach
6.1425,47.3463,59.7174,19.706,60.9419,6.7906,121.8694,grapes
86.4444,40.5528,72.2268,19.6629,44.5347,6.5943,94.6003,peach
21.5777,125.3293,158.5312,17.7421,53.5619,6.3342,128.8305,apple
93.8614,27.7495,75.0643,24.7448,63.8853,6.0064,44.2503,cherry
75.0333,58.506,100.7989,22.8252,50.0202,6.3328,143.4816,tomato
13.3728,42.1687,43.0679,20.2168,63.1478,6.5041,40.7718,grapes
86.8996,29.0066,51.7611,25.9354,68.4363,5.7085,55.3248,peach
121.0225,37.563,68.7386,15.6002,65.4592,7.2277,46.0001,peach
17.9244,119.5855,153.6047,19.1256,64.3262,6.8389,114.7389,apple
66.491,23.987,89.5378,24.41,57.0179,6.7737,80.2038,peach
78.6373,72.2177,131.1761,22.5457,60.9218,5.5899,101.7601,potato
78.7809,36.4172,113.9556,24.0467,69.0469,6.2267,60.8138,peach
57.1425,63.1328,104.5289,21.855,68.7568,5.9576,35.976,strawberry
129.1195,54.2655,61.6875,22.4135,75.2162,5.8729,75.9148,bell_pepper
56.4312,75.8319,87.1692,23.1355,52.2494,5.784,96.8786,tomato
86.1327,67.3673,82.8908,22.6169,80.508,6.3639,106.7426,bell_pepper
72.2465,33.0406,103.7315,19.8642,56.7359,6.4811,40.7519,cherry
41.9898,53.5351,54.3794,26.8198,53.9237,5.7521,17.6554,grapes
64.1293,43.0333,68.016,14.8621,64.7148,5.4843,80.6661,strawberry
134.0,46.756,73.2533,24.8737,81.4822,6.3676,126.2618,bell_pepper
56.9626,117.0724,150.573,23.9611,60.5148,6.1283,89.7239,apple
62.4764,47.1133,70.7744,16.6063,84.132,6.6672,40.4222,peach
14.3629,67.7767,53.9192,28.6167,42.2497,6.5854,40.4927,grapes
57.5167,43.1975,105.9917,15.2174,69.4869,6.1323,75.8917,strawberry
140.0,54.8062,77.5539,21.3416,75.5502,6.1042,102.5742,bell_pepper
87.9546,59.3535,26.2443,24.0872,54.6996,6.5601,132.4318,maize
114.4642,71.7973,107.8216,17.1526,76.2298,5.6261,54.6938,potato
10.5764,126.062,148.4418,14.3739,81.2475,5.9496,97.7137,apple
70.4548,57.3791,86.8291,17.8925,85.3607,5.9493,123.8864,strawberry
70.2275,24.8664,44.4716,21.0394,62.2432,5.9317,45.1952,cherry
30.8438,132.3909,139.7397,16.6163,52.615,4.9979,129.6256,apple
46.5138,119.7585,142.7308,17.7016,73.7087,6.1051,135.0084,apple
106.8257,47.1219,110.0437,22.7016,51.0752,6.1647,101.126,peach
136.4889,64.6062,92.632,28.6413,80.2465,5.9514,95.1537,bell_pepper
64.705,53.7801,92.9496,27.2244,45.9201,7.0052,66.0804,peach
61.7572,77.4724,58.7641,16.9266,45.307,6.3003,94.321,peach
10.5092,106.243,166.2197,14.8279,83.728,5.7032,104.1992,apple
66.6536,43.677,74.7999,23.9924,71.0537,6.5698,69.7836,tomato
80.3254,56.0026,108.4279,24.5563,60.3467,6.0438,122.2569,tomato
92.0091,49.4692,43.5989,27.8862,59.2874,6.3036,50.7535,maize
94.207,67.1489,113.6448,24.609,68.8023,6.065,81.2307,tomato
36.1132,50.6919,53.3836,24.0033,52.7961,6.96,80.7041,grapes
59.2166,46.6071,99.8351,24.7786,65.4766,6.1687,103.0515,peach
81.6814,48.713,52.5002,26.2795,76.8152,5.694,113.7925,maize
41.9191,42.6182,96.1369,21.7093,83.0815,5.9743,114.589,strawberry
82.8803,45.4928,74.141,24.3684,78.7432,6.1625,83.5433,peach
40.7597,54.2365,61.178,21.787,81.4492,6.0447,84.3874,cherry
39.7599,44.7756,53.0877,22.0506,69.0694,5.8422,85.9917,grapes
101.5767,45.5465,58.2116,16.4849,65.8248,6.3432,75.5976,peach
37.6471,132.8296,140.4516,15.3214,76.4716,6.0736,134.7835,apple
37.356,78.8832,41.2711,18.6751,74.1942,6.26,49.8775,grapes
5.603,66.8648,56.5781,19.676,59.7897,6.3293,62.418,grapes
97.917,29.0895,122.8688,20.6643,61.3436,6.6143,95.7544,tomato
118.7034,57.8185,68.0907,16.753,69.2171,6.2153,71.8983,potato
16.9246,48.9681,55.9809,21.8317,44.6629,6.0122,17.5988,grapes
93.1165,35.8632,119.5357,16.8639,73.6467,6.7588,79.4895,tomato
102.849,49.6832,56.1718,24.6007,62.2449,5.6731,48.5695,maize
40.8416,118.9784,128.7443,17.4948,72.0989,6.0769,89.7514,apple
71.22,15.9131,77.6364,26.6764,54.826,7.1703,74.9147,peach
35.723,51.0367,83.4482,11.9148,51.2896,6.9813,84.2106,cherry
62.8465,45.3709,78.209,14.3545,75.5245,5.5651,66.6549,strawberry
76.7284,57.1606,66.1363,20.9261,60.3555,6.1526,55.7758,cherry
122.4852,40.0862,63.3652,19.4775,57.2789,5.5792,116.7245,maize
113.7095,39.1656,126.7289,26.262,74.9599,6.1623,105.1662,tomato
63.7027,49.2818,87.1847,21.9123,72.2617,6.5164,89.5175,peach
17.1426,122.4983,141.3183,17.1151,78.8803,6.324,135.5892,apple
64.0999,39.7838,95.5073,28.6246,63.7397,6.1861,95.2495,peach
98.5108,58.0078,56.2012,24.1965,93.3791,6.9532,81.1339,bell_pepper
122.5495,38.5865,77.2325,22.0525,52.5853,6.2741,113.5422,tomato
69.2869,27.7413,102.1268,15.7602,61.9765,5.4123,105.49,strawberry
70.9893,23.4784,88.0582,16.9202,68.6018,6.733,64.3905,cherry
40.1591,43.5348,93.3008,21.9786,63.5376,6.1736,73.7159,peach
106.5779,54.9846,73.4974,17.0078,79.6563,5.7618,74.3573,peach
90.4487,61.9525,65.0452,12.8116,57.6617,6.3885,88.0512,potato
5.2189,47.5172,46.9907,21.3549,45.705,6.3498,41.278,grapes
116.2893,70.3624,57.6421,22.6598,82.0957,6.116,115.2436,bell_pepper
6.3308,69.7544,28.8256,20.1808,49.8395,5.8795,111.9135,grapes
40.7826,104.4908,151.8526,19.8429,68.5528,5.3806,91.694,apple
58.4263,39.5736,34.5228,16.9969,58.3966,6.4869,105.3028,cherry
15.2958,111.1216,157.8436,20.5304,73.5633,5.5054,110.4642,apple
74.4898,57.9002,90.6298,13.0637,78.6853,5.8641,89.7708,strawberry
78.105,38.7476,124.8545,16.6865,67.6757,6.3973,109.2896,potato
14.3258,41.2079,66.8266,24.8593,54.1913,6.5856,77.5099,grapes
62.1084,48.7733,76.7953,22.144,56.6535,5.2112,114.3034,peach
94.2978,52.6327,117.9739,24.4296,55.1778,5.9426,89.5968,tomato
11.3298,112.3545,141.6453,18.5868,60.0927,6.4664,99.4746,apple
84.3767,55.6235,83.7369,20.8865,88.3434,6.4723,98.2167,tomato
73.2094,39.33,90.8135,21.3086,70.3044,5.7759,76.077,potato
16.4225,131.3062,153.4291,20.8627,68.8177,6.1703,110.2415,apple
12.6391,65.5605,54.6773,28.5978,42.4104,6.5528,39.3724,grapes
134.9638,64.0852,90.5087,20.4419,66.118,5.4427,82.0962,bell_pepper
74.3723,67.2924,92.2945,21.9261,76.8187,5.3049,78.8475,strawberry
81.5662,45.1979,73.2937,33.3035,63.0549,6.867,133.1397,bell_pepper
16.9644,48.8446,57.1468,22.0141,45.5151,6.0317,16.8748,grapes
75.6398,48.5743,60.9441,18.5059,76.7814,5.8054,90.2733,cherry
8.3174,114.3257,153.2568,20.1293,71.6636,6.4083,77.2741,apple
112.5061,44.8856,101.9027,21.4337,69.5302,5.057,161.212,potato
95.169,56.7215,131.7253,22.207,63.578,6.802,63.8987,tomato
29.805,35.8698,67.9722,25.72,46.7111,5.7346,44.1891,grapes
34.9208,135.616,145.03,17.4607,49.7133,5.9039,72.7811,apple
85.5379,60.0238,41.8957,26.5335,60.6746,5.698,114.2944,maize
82.2213,40.8866,102.3534,14.6018,61.7754,6.2482,105.2705,cherry
44.963,63.6166,45.9903,23.9421,50.7751,5.5193,48.6483,grapes
43.6129,123.5828,159.8587,17.6003,63.7787,5.3386,124.4649,apple
137.1067,48.1912,45.5746,18.8953,70.1907,6.743,19.7816,peach
27.311,115.1688,160.2708,21.6907,72.2415,6.2206,133.3653,apple
82.5995,16.0411,51.4472,21.9037,51.9925,6.6707,67.8604,peach
140.0,75.0791,91.2613,20.8481,58.7789,6.7417,137.2567,bell_pepper
118.3531,92.3544,110.6415,33.7996,67.1467,6.5306,66.7774,tomato
82.3831,21.1924,89.9566,27.3274,72.6011,7.0123,55.2562,tomato
112.1041,67.2417,93.5137,28.785,93.8505,6.9933,95.1283,bell_pepper
82.9727,33.7497,53.3456,22.2834,59.5058,6.901,145.0995,maize
3.3992,51.1763,42.01,24.0467,52.741,6.2849,99.2834,grapes
85.202,46.4339,47.3101,29.0968,68.859,6.5665,106.4876,maize
115.2952,69.2811,126.7647,28.3035,52.4915,6.603,127.7007,tomato
12.7813,75.8667,67.5081,26.0507,64.7162,6.4132,60.3702,grapes
80.8591,70.7195,69.2228,18.3485,63.0776,6.0918,89.5574,cherry
67.5497,43.2571,71.8421,15.3419,74.2347,5.7954,91.7108,strawberry
105.5565,55.129,84.3912,17.4256,84.7641,5.0242,82.7605,potato
130.0895,64.342,92.2173,20.9487,66.5622,5.2896,120.6902,potato
9.5172,121.2113,159.9224,14.9654,75.7288,6.0631,127.7138,apple
39.6003,119.3277,128.0953,17.4997,72.3215,6.1191,91.9664,apple
15.2919,138.8379,163.3509,20.7911,52.5632,6.5146,106.5787,apple
114.1462,71.0749,77.078,24.4804,79.1974,5.5301,80.1313,bell_pepper
54.5619,137.9268,151.6821,17.5444,77.0117,6.177,106.8136,apple
97.5946,48.9496,44.1119,23.9628,70.4549,6.4428,76.8677,maize
97.1709,42.886,125.1016,22.4777,68.4714,6.1878,87.5954,potato
88.416,57.21,37.7159,25.4642,72.9308,5.9206,64.0449,peach
99.7787,66.525,77.6696,16.8832,73.2595,5.8745,73.9834,potato
82.245,32.0919,55.9865,20.0715,60.2608,5.9412,34.564,cherry
87.9508,54.1447,76.3902,23.8659,74.3318,6.6043,84.7212,bell_pepper
20.3008,46.7984,66.7159,19.568,28.3596,6.6086,105.4272,grapes
61.1025,57.1847,64.4854,14.2164,64.5547,6.3476,58.3823,cherry
79.9522,51.5267,73.59,19.8002,65.6427,6.4828,75.761,peach
54.6342,47.0728,78.9158,21.6228,66.1037,6.1623,76.8768,peach
74.9155,50.6512,41.8416,22.8536,61.4591,6.1386,46.477,maize
74.8983,63.0056,100.8383,14.1683,75.2406,7.1667,76.6956,cherry
110.4352,56.6834,43.1013,20.5114,59.9596,6.2996,112.4149,maize
71.0841,57.8515,30.5152,17.9754,68.6383,5.7117,71.3923,strawberry
93.3238,59.0031,55.1483,17.1634,59.4707,5.6873,49.5243,cherry
81.354,45.1682,81.2326,15.2777,96.1987,5.9278,85.2158,strawberry
75.8758,41.6591,43.8361,22.9624,54.9537,6.1991,116.2127,maize
88.0905,51.8661,66.4281,26.9266,44.1339,6.3128,79.3964,peach
100.3965,40.398,81.6898,30.0846,57.0185,6.2622,104.6448,tomato
140.0,53.0578,46.2768,26.1752,56.0515,6.2195,85.4287,maize
71.9421,70.1399,88.1423,27.0259,56.1288,6.2754,79.7291,bell_pepper
121.8593,49.4446,110.6053,27.0573,83.6878,5.5891,145.6952,bell_pepper
96.898,66.6959,55.2537,20.8041,61.0706,6.3574,78.4097,strawberry
22.6504,66.1866,69.4007,25.8086,63.3417,5.7902,59.5436,grapes
8.4835,36.3511,64.3407,25.1837,68.0913,6.1207,34.382,grapes
140.0,78.6409,72.7199,24.0575,83.2879,5.9859,64.8721,tomato
38.8178,47.7757,60.3597,25.8693,53.763,5.8616,51.0127,grapes
85.2371,50.5554,53.3812,21.5432,55.099,6.3281,77.1329,peach
7.5493,140.6354,137.911,20.2786,56.5739,7.0656,67.0629,apple
12.2957,45.163,41.1147,27.3161,68.8686,6.2574,78.7048,grapes
91.5837,17.7512,51.9136,14.9119,73.1843,6.1575,66.3772,cherry
4.3722,41.4135,49.9854,22.6006,52.1316,6.2771,27.4561,grapes
62.3179,63.1868,75.9774,22.0476,57.971,5.7313,97.9365,bell_pepper
19.2708,64.7896,63.1713,22.5323,51.0466,6.6851,28.77,grapes
78.2273,50.5701,65.345,14.3439,90.688,6.6623,123.9069,cherry
107.2305,40.6597,102.8454,20.6146,81.8636,6.1627,109.1458,strawberry
66.8507,29.1676,57.3563,16.5494,64.9594,6.5505,82.979,cherry
59.1186,41.7594,83.1734,18.4369,69.3257,5.8883,62.8518,strawberry
59.8362,72.4828,121.1386,22.7132,59.7651,6.2819,110.5195,tomato
140.0,77.1076,118.1828,23.4294,50.1453,6.2306,52.6854,bell_pepper
10.6021,120.7836,157.8215,18.2942,55.5752,6.2827,132.1551,apple
88.4727,72.403,72.1385,20.9767,70.0441,5.8616,87.1403,potato
74.5276,65.5917,101.3207,24.2307,66.1604,6.0189,129.5938,potato
134.774,54.396,108.2773,22.9657,58.1097,7.0969,124.5516,tomato
87.0964,40.8824,82.5903,10.6679,70.1709,5.7987,44.2302,strawberry
50.3081,51.0527,109.9999,17.2782,83.5728,6.323,103.7215,strawberry
60.787,49.4399,100.4732,12.3346,52.9169,5.9666,73.4864,cherry
120.8628,60.381,114.7136,19.7656,68.8191,5.1858,119.9109,potato
53.1014,50.0158,45.9009,25.4644,69.969,5.6675,56.6253,maize
53.6411,28.9106,56.1939,14.4988,61.0614,6.0322,19.9313,cherry
102.2291,53.637,39.0298,18.961,68.2097,6.4315,76.8632,peach
91.7129,47.1403,43.4577,25.3529,62.5885,6.316,166.6611,maize
97.1923,30.1052,83.5545,19.6913,86.9201,5.2438,84.0088,potato
13.5742,46.4824,40.6772,27.1821,67.4862,6.2722,82.323,grapes
4.131,135.5108,149.4145,14.5651,62.253,5.5915,146.6954,apple
45.2721,64.1713,47.1617,23.9993,49.1751,5.5091,47.0909,grapes
68.7061,40.9651,80.9011,20.6784,84.9513,5.7821,96.8047,strawberry
96.8198,41.4308,64.9569,25.1372,68.7568,6.0506,94.7166,bell_pepper
